Complaint Text,Category
What is happening Have been sitting in Philly for hours Pls take care of Flight to Chicago At least least us know soLate Flight,Late Flight
can you pm me w answer if flt to is still on time Been on ground over an hr w no gate Need help Pls,Late Flight
how can a plane scheduled to come in on time and actually happen Then you bozos dont have any room us incompetent,Bad Flight
hire smarter IT people if your systems keep crashing instead of some of the mooks you man some of these airports with goDelta,Flight Attendant Complaints
flight keeps telling a few more mins to take off its been an hour First time with you not the best lies brokenpromises,Late Flight
what is wrong with you guys and your inability to get planes in and out of Philly on time Our pilot gave us a answer that was bs,Late Flight
wheres our luggage Been waiting more than an hour Flight,Lost Luggage
pissing off thousands of East coast customers When the delay is longer than the flight you fail,Late Flight
hours and counting what kind of travel voucher do I get for this,Customer Service Issue
weve been waiting at the gate for hrs why are we now waiting to stow the luggage,Late Flight
Thats h m waiting to get my bag hm of flight delays plus the hrs of delay I had on the way out Never flying you again,Late Flight
stuck in Florida with no flights Service sucks here nofood nodrinks nohelp,Customer Service Issue
why cant the gate agent on flight provide an update Seriously this is ridiculous how long people have been waiting,Flight Attendant Complaints
your IVR hung up on me because of high call volume I need help Call me,Customer Service Issue
A tweeted apology is not enough for delay fiasco NONE for insult from gate agent is worse Except for Mark N all bad at CLT,Late Flight
pilot for flight didnt show until after departure amp now theres a broken computer Next time flying ALWAYSLate Flight,Late Flight
its flt to ELM still no gate and still have to make it thru customs,Long Lines
According to your costumer support your website is holding my money hostage and you cant do anything about it,Flight Booking Problems
any way to tell our gate we are going Stuck on tarmack intl flt FLT going to ELM Gate F,Long Lines
sucks Delayed my moms flight X Cancelled Flightled it delayed her flight again todayall for mech issuesShe had sleep in airport,Cancelled Flight
when your routing system goes down which grounds all your long haul flights you should think about a failover plan,Cancelled Flight
they didnt give you the wifi password Smh,Cancelled Flight
Sitting at the gate on Flight for an hour due to computers being down What backup plan is in place for this,Late Flight
was Cancelled Flightled and now I need to locate my baggage,Cancelled Flight
I need help locating my bag I arrived in Denver last night at midnight from charlotte but my am flight to Haydensteamboat,Lost Luggage
what is going on with the computers Why is my flight grounded Why does your airline suck so much UnansweredQuestions,Bad Flight
hrs Late Flightr finally taking off,Late Flight
holding your passengers hostage during your computer crash is not customer friendly let us off the plane or get us moving,Late Flight
been on hold for over and hour now,Customer Service Issue
pilot tells me that all and US Airways flights across the country have stopped due to a computer system failure,Cancelled Flight
Flt landed over half an hour ago Not a single bag yet on the baggage claim Hate you so much right now,Lost Luggage
will one of you please answer the phone,Customer Service Issue
no word on delay reasons but Twitter is aflame with flight tracking computer crash Rumors True or Not,Late Flight
stuck at the gate in Charlotte NC waiting for release papers and a fix for a broken computer system,Long Lines
Sitting at the gate on Flight for an hour due to Sabre being down What backup plan is in place if Sabre cannot be fixed,Late Flight
not Cancelled Flightling because you dont want to put us in a hotel for night is our guess,Late Flight
really hr delay in Virgin Island and not even a food voucher,Late Flight
